1241,1950
1986,2001
1525,1973
808,1785
94,2263
243,2647
1098,1477
888,1556
306,1787
1522,2680
330,2123
1856,2045
1380,2564
1119,2126
90,1358
277,553
109,306
1673,2660
1986,1997
1609,1791
2139,2140
25,1301
935,1873
348,2250
565,1038
2199,2200
1071,1257
2125,2126
890,1314
218,2594
18,2145
91,330
656,2090
309,383
1041,1358
650,1685
725,1652
576,665
1838,2219
48,598
1628,2054
1361,1528
873,1479
118,581
2238,2239
91,2380
88,851
1655,2282
733,794
1801,2451
582,2549
1616,2050
53,1739
436,1979
218,2076
337,1214
487,1798
2346,2349
1358,1720
174,1742
183,1837
524,2476
95,693
283,2250
298,1095
465,896
194,1451
381,2538
347,525
1701,1872
440,1913
408,734
2043,2406
295,1176
102,1878
1135,2678
1379,2564
467,1172
55,1983
210,1626
615,2443
1042,1125
316,1073
1313,2407
326,1754
2099,2425
340,584
162,323
484,1775
505,1258
270,279
735,1237
533,2466
180,2037
1392,2212
1599,2441
1791,2045
179,231
1340,1542
2554,2689
1147,2371
219,1542
1075,1701
482,1814
823,2221
1429,2520
1129,2353
88,696
1339,1753
1920,1926
228,1358
69,1914
964,2198
1293,2418
1739,2221
1412,2450
11,1655
1637,1973
579,1134
513,565
729,1701
1426,1751
640,765
733,2302
269,321
96,2217
2034,2035
483,816
43,1530
1234,1702
110,567
798,1793
285,1999
1986,2009
1462,1611
1846,2357
1655,2384
1443,2240
603,1821
687,1033
657,1229
238,1828
405,2059
95,1303
1771,1778
377,733
1072,1725
801,2516
2144,2331
1558,2338
838,2280
1647,2209
1399,1501
875,1950
368,1366
1257,2518
998,1103
1097,1115
604,1351
1552,1778
1336,2033
1623,1767
246,1358
378,602
306,1584
525,2181
52,2182
2034,2042
665,2122
271,638
1359,2278
383,1704
989,1645
1954,1955
736,751
1708,1857
1655,1842
1316,1679
568,1810
2674,2675
626,2556
227,534
792,1488
456,667
1474,1908
1115,2276
1083,2114
1470,1953
492,688
428,996
1358,1725
744,1358
895,1296
409,2084
401,1096
2245,2246
1272,1945
93,2151
392,720
464,1758
1705,2081
763,1635
2243,2246
1092,1106
1224,2156
577,1063
1543,2029
1358,1748
2023,2217
1413,1936
436,816
792,1558
88,737
136,831
793,1896
1111,1273
661,1878
68,1358
811,900
350,1778
969,1483
544,2347
1095,1810
567,1262
2431,2432
1072,1505
649,1171
807,1955
1358,1734
48,2205
2238,2240
1334,1950
155,1358
371,1441
30,697
9,723
505,843
15,1271
1309,2102
757,1358
875,914
167,2482
836,1343
778,779
103,139
868,1526
155,1763
409,1624
350,2085
814,2383
963,1443
1717,2560
891,2608
745,1986
1515,2182
297,1542
1178,1529
957,1557
575,2283
750,1441
246,1687
235,1701
609,1041
444,2289
1049,1894
1070,1358
1680,2056
407,1682
1023,1701
1540,1628
1505,1699
1072,1797
1096,1633
1378,1544
702,1368
1511,1519
43,2399
286,442
55,771
454,1917
1983,2034
2124,2126
1703,1970
463,1703
2368,2370
1549,1901
798,1794
160,1986
1579,2029
1225,2579
74,2155
1015,1143
816,1842
849,2351
315,1921
548,809
109,1785
1596,2476
734,1388
316,2004
1515,2234
1437,1688
407,409
1453,1701
50,1441
2001,2123
2131,2182
1370,1975
1951,2204
476,1986
481,1810
89,1094
793,1903
1416,1468
472,559
62,485
1348,2163
1135,1257
847,2422
609,1358
1202,2376
558,1189
434,1693
752,2451
369,2484
1235,1462
1091,1256
1276,1962
1400,2698
677,954
897,1983
1742,1758
733,2291
1299,1701
733,2008
5,2546
392,2269
813,2376
830,2100
437,950
1094,1443
146,1468
290,1765
1704,1986
704,969
38,429
1263,1407
1497,2034
1701,1873
877,1542
1386,2571
1692,2348
411,2609
1016,2176
1109,1533
316,766
1810,1821
88,1732
2010,2016
215,1986
549,1497
1810,1816
1333,1973
1903,2269
374,2146
1513,1830
733,1062
306,887
1154,2514
2180,2182
350,1782
490,1463
767,1701
736,2202
555,1463
1358,1708
2016,2071
1178,2350
88,2178
728,1070
519,1670
54,401
773,1072
2247,2543
565,1361
1472,2187
577,1129
306,2080
723,2614
739,1543
35,895
1725,2413
36,1146
872,1542
1697,2253
493,1244
1787,2143
2039,2042
2027,2360
109,133
675,2356
499,2458
2097,2098
1742,2444
1960,2491
735,1543
683,2169
95,2201
709,1903
1099,1577
55,1079
1317,1739
1013,1851
827,1999
109,236
397,879
223,1761
1075,1124
210,1906
56,1849
1377,1840
1698,2160
1154,1358
1214,1499
264,1902
1702,1966
326,1358
1703,1966
284,2223
1379,1380
138,236
1010,1966
1810,1811
296,732
118,1343
1535,2293
149,1416
694,2516
1131,2280
133,452
915,2415
155,156
364,1306
2152,2385
963,2434
99,122
1131,1538
1686,2647
1098,2066
2034,2039
747,1538
1145,1169
558,876
917,2639
212,1290
1552,2591
1328,2160
173,1358
1120,2194
94,1649
243,2474
2355,2357
578,1105
525,2057
628,1169
236,2079
1026,1303
72,1358
764,1606
728,2388
1256,2176
797,800
696,1570
384,1623
1265,2291
1260,2250
650,2083
1149,1986
1395,2189
671,2025
640,1090
1927,1930
2124,2125
1022,1168
181,1013
1358,1709
306,1802
982,1256
73,797
530,2094
1008,2059
255,1343
337,1776
1346,1670
111,1762
1781,2107
174,629
580,2445
1399,2227
1404,2375
73,1214
766,1297
438,1983
55,60
1782,1798
1191,1558
1091,2176
1234,1966
769,1927
1249,2558
505,1180
626,2558
4,2175
1007,1154
